CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster_label
-1.7318572931492389,-0.8970658876168844,-0.8475895236123268,-0.653486753804022,-0.5774750144196759,-0.4581431205435036,-0.6069522282777604,-0.8064903456392755,-0.7297732124875445,-0.7073131650492337,-0.748833844866242,-0.6463278428754011,-0.695851804519208,-1.1058099998345088,-0.8221424700631254,-0.6526105956864735,-0.5382700879013722,0.33385938968830686,1
-1.731470242687031,1.520228330397695,-0.1609564212276651,-0.7486540292413806,-0.5774750144196759,-0.6726385915160449,0.28231109623925915,-1.2217580572960502,-0.7297732124875445,-0.9169951914991048,1.1057843827554446,0.500588238172106,-0.8505097714957325,1.12907328050548,2.0105888640890885,0.5510747441577059,0.9493840420839543,0.33385938968830686,1
-1.731083192224823,0.9794214359155192,0.5256766811569965,0.02262985283306959,0.5153481940460518,-0.6726385915160449,-0.6069522282777604,1.2698432294420248,0.34820295674115886,-0.9169951914991048,-0.748833844866242,-0.6463278428754011,0.07743803036341432,1.3153135538671459,-0.51698314625842,-0.023206153292270375,-0.5382700879013722,0.33385938968830686,0
-1.7306961417626152,0.3459773040583332,-2.220855728381649,0.7466892189829438,1.541259532303717,-0.6726385915160449,-0.4200024513226872,-1.0141254472683061,-0.2860706741402066,-0.9169951914991048,-0.13063024181664998,-0.3595988226135243,-0.7731807880074703,1.3153135538671459,-0.9686734388790192,0.28250776252721904,-0.5382700879013722,0.33385938968830686,1
-1.7303090913004073,-0.3031239633446383,0.5256766811569965,-0.73269306061457,-0.5548601026467778,-0.6726385915160449,-0.6069522282777604,-1.0141254472683061,-0.2860706741402066,-0.9169951914991048,-0.748833844866242,-0.6463278428754011,-0.7731807880074703,-1.0313138904898425,-0.4761262459377917,-0.5167598195464433,-0.5382700879013722,0.33385938968830686,1
-1.7299220408381994,0.4554342750243744,0.5256766811569965,0.5813734864307523,-0.5774750144196759,2.3250817600381466,-0.6069522282777604,0.43931029772976204,-0.7297732124875445,0.5507840260387573,-0.748833844866242,-0.6463278428754011,-0.23187790358963462,-0.8078255624558436,0.04792568324065138,2.273581334341843,-0.5382700879013722,0.33385938968830686,0
-1.7295349903759916,-0.4487423427568388,0.5256766811569965,0.2521035253880197,0.2598949152675525,0.8751013697845629,-0.6069522282777604,1.2698432294420248,0.34820295674115886,1.5991991906768772,-0.748833844866242,-0.6463278428754011,4.0985451717530506,0.19580444193435043,3.645272146750098,-0.5770522462935971,0.49076498363880566,0.33385938968830686,0
-1.7291479399137837,0.4660039259130551,0.5256766811569965,-0.31351812205295476,-0.5774750144196759,0.30810485123261877,-0.6069522282777604,1.2698432294420248,-0.7297732124875445,1.5991991906768772,-0.748833844866242,-0.6463278428754011,0.07743803036341432,-0.6215852890941779,-0.47559595235264385,-0.1461137946707511,-0.5382700879013722,0.33385938968830686,0
-1.7287608894515758,-0.15233803626436232,0.5256766811569965,0.11073439965306452,0.357496109871223,-0.2229625517413252,-0.6069522282777604,-0.39122512558378747,-0.2860706741402066,-0.28794659595510924,-0.748833844866242,-0.6463278428754011,-0.4638648540544213,1.12907328050548,-0.46890592714085433,-0.4300836605344655,-0.5382700879013722,0.33385938968830686,1
-1.728373838989368,-0.8119480161711051,-2.9074888307663107,0.5298195577661537,1.233979418589464,-0.6726385915160449,-0.6069522282777604,-0.8064903456392755,0.15763718865888926,-0.9169951914991048,-0.748833844866242,-0.6463278428754011,-0.6185228210309458,2.618995467398806,-0.12291922383587144,-0.7032023447721825,-0.5382700879013722,0.33385938968830686,1
